Date,Ref No,Trans Description,Setl No,Buy/Cr,Sell/Dr,Balance
2024-06-05 00:00:00,99521512,DEBIT On Market 1100001100021102,1211232024104.0,,1.0,3.0
2024-06-14 00:00:00,25229071,DEBIT On Market 1100001100021102,1211232024112.0,,1.0,3.0
2024-06-18 00:00:00,25229071,CREDIT On Market 1100001100021102,1211232024112.0,1.0,,4.0
2024-06-18 00:00:00,25229071,DEBIT On Market 1100001100021102,1211232024112.0,,1.0,3.0
2024-06-27 00:00:00,49993729,DEBIT On Market 1100001100021102,1211232024120.0,,3.0,0.0
2024-06-27 00:00:00,49993729,CREDIT On Market 1100001100021102,1211232024120.0,2.0,,2.0
2024-06-28 00:00:00,49993729,CREDIT On Market 1100001100021102,1211232024120.0,1.0,,3.0
2024-06-28 00:00:00,49993729,DEBIT On Market 1100001100021102,1211232024120.0,,1.0,2.0
2024-07-02 00:00:00,206789,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-07-18 00:00:00,94147906,DEBIT On Market 1100001100021102,1211232024134.0,,1.0,2.0
2024-07-19 00:00:00,94147906,DEBIT On Market 1100001100021102,1211232024134.0,,1.0,1.0
2024-07-19 00:00:00,94147906,CREDIT On Market 1100001100021102,1211232024134.0,1.0,,2.0
2024-07-23 00:00:00,4708834,DEBIT On Market 1100001100021102,1211232024137.0,,1.0,1.0
2024-07-24 00:00:00,4708834,CREDIT On Market 1100001100021102,1211232024137.0,1.0,,2.0
2024-07-24 00:00:00,4708834,DEBIT On Market 1100001100021102,1211232024137.0,,1.0,1.0
2024-07-25 00:00:00,922402,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-08-01 00:00:00,447347,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-11-27 00:00:00,,Closing Balance,,,,3.0
ISIN: INE139A01034,ISIN Name: NALCO EQ-RS 5/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-12 00:00:00,792914,CREDIT On Market 1208870000010189,,3.0,,3.0
2024-07-10 00:00:00,79179322,DEBIT On Market 1100001100021102,1211232024129.0,,2.0,1.0
2024-07-11 00:00:00,79179322,CREDIT On Market 1100001100021102,1211232024129.0,2.0,,3.0
2024-07-11 00:00:00,79179322,DEBIT On Market 1100001100021102,1211232024129.0,,2.0,1.0
2024-09-13 00:00:00,637743,CREDIT On Market 1208870000010189,,5.0,,6.0
2024-11-27 00:00:00,,Closing Balance,,,,6.0
ISIN: INE239A01024,ISIN Name: NESTLE INDIA-EQ1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-05 00:00:00,464591,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-06-04 00:00:00,193014,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-06-20 00:00:00,34702692,DEBIT On Market 1100001100021102,1211232024115.0,,1.0,2.0
2024-06-21 00:00:00,34702692,CREDIT On Market 1100001100021102,1211232024115.0,1.0,,3.0
2024-06-21 00:00:00,34702692,DEBIT On Market 1100001100021102,1211232024115.0,,1.0,2.0
2024-07-29 00:00:00,231086,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-11-27 00:00:00,,Closing Balance,,,,3.0
ISIN: INE848E01016,ISIN Name: NHPC LIMITED - EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-09-03 00:00:00,486435,CREDIT On Market 1208870000010189,,30.0,,30.0
2024-11-27 00:00:00,,Closing Balance,,,,30.0
ISIN: INE733E01010,ISIN Name: NTPC LTD,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-10 00:00:00,707719,CREDIT On Market 1208870000010189,,5.0,,5.0
2024-07-23 00:00:00,978402,CREDIT On Market 1208870000010189,,5.0,,10.0
2024-07-24 00:00:00,948231,CREDIT On Market 1208870000010189,,5.0,,15.0
2024-11-27 00:00:00,,Closing Balance,,,,15.0
ISIN: INE982J01020,ISIN Name: ONE97 COMMUNIC-EQ1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-14 00:00:00,338655,CREDIT On Market 1208870000010189,,10.0,,10.0
2024-06-18 00:00:00,27603023,DEBIT On Market 1100001100021102,1211232024113.0,,5.0,5.0
2024-06-19 00:00:00,27603023,CREDIT On Market 1100001100021102,1211232024113.0,5.0,,10.0
2024-06-19 00:00:00,27603023,DEBIT On Market 1100001100021102,1211232024113.0,,5.0,5.0
2024-06-21 00:00:00,38415167,DEBIT On Market 1100001100021102,1211232024116.0,,5.0,0.0
2024-06-24 00:00:00,38415167,DEBIT On Market 1100001100021102,1211232024116.0,,5.0,-5.0
2024-06-24 00:00:00,38415167,CREDIT On Market 1100001100021102,1211232024116.0,5.0,,0.0
2024-08-23 00:00:00,659729,CREDIT On Market 1208870000010189,,7.0,,7.0
2024-08-26 00:00:00,716994,CREDIT On Market 1208870000010189,,1.0,,8.0
ISIN: INE213A01029,ISIN Name: ONGC-EQ-RS.5/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-19 00:00:00,288128,CREDIT On Market 1208870000010189,,5.0,,5.0
2024-05-22 00:00:00,749511,CREDIT On Market 1208870000010189,,5.0,,10.0
2024-06-05 00:00:00,1268623,DEBIT On Market 1100001100021102,1211232024104.0,,5.0,5.0
2024-06-05 00:00:00,1268623,CREDIT On Market 1100001100021102,1211232024104.0,5.0,,10.0
2024-06-06 00:00:00,433939,CREDIT On Market 1208870000010189,,5.0,,15.0
2024-07-18 00:00:00,94171703,DEBIT On Market 1100001100021102,1211232024134.0,,5.0,10.0
2024-07-18 00:00:00,836317,CREDIT On Market 1208870000010189,,5.0,,15.0
2024-07-19 00:00:00,94171703,CREDIT On Market 1100001100021102,1211232024134.0,5.0,,20.0
2024-07-19 00:00:00,94171703,DEBIT On Market 1100001100021102,1211232024134.0,,5.0,15.0
2024-07-22 00:00:00,1330019,DEBIT On Market 1100001100021102,1211232024136.0,,5.0,10.0
2024-07-23 00:00:00,1330019,DEBIT On Market 1100001100021102,1211232024136.0,,5.0,5.0
2024-07-23 00:00:00,1330019,CREDIT On Market 1100001100021102,1211232024136.0,5.0,,10.0
2024-08-14 00:00:00,111139,CREDIT On Market 1208870000010189,,5.0,,15.0
2024-11-27 00:00:00,,Closing Balance,,,,10.0
ISIN: INE795A01017,ISIN Name: PANASONIC ENERGY-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-15 00:00:00,478710,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-07-16 00:00:00,235763,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-07-22 00:00:00,436321,CREDIT On Market 1208870000010189,,2.0,,5.0
2024-11-27 00:00:00,,Closing Balance,,,,5.0
ISIN: INE045601015,ISIN Name: PARAS DEFENCE-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-08-23 00:00:00,659682,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-11-27 00:00:00,,Closing Balance,,,,2.0
ISIN: INE752E01010,ISIN Name: POWER GRID CORP - EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-07 00:00:00,419650,CREDIT On Market 1208870000010189,,10.0,,10.0
2024-11-27 00:00:00,,Closing Balance,,,,10.0
ISIN: INE02ID01020,ISIN Name: RAYMOND LIFESTYLE-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-07-23 00:00:00,502033,CREDIT Corporate Action REARRANGEMENT,,5.0,,5.0
2024-11-27 00:00:00,,Closing Balance,,,,5.0
ISIN: INE301A01014,ISIN Name: RAYMOND LIMITED EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-03 00:00:00,710854,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-06-10 00:00:00,880316,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-06-24 00:00:00,802849,CREDIT On Market 1208870000010189,,1.0,,4.0
2024-06-27 00:00:00,215487,CREDIT On Market 1208870000010189,,1.0,,5.0
2024-07-02 00:00:00,206740,CREDIT On Market 1208870000010189,,1.0,,6.0
2024-07-05 00:00:00,577319,CREDIT On Market 1208870000010189,,1.0,,7.0
2024-07-22 00:00:00,1047882,DEBIT On Market 1100001100021102,1211242024136.0,,2.0,5.0
2024-07-23 00:00:00,1047882,DEBIT On Market 1100001100021102,1211242024136.0,,2.0,3.0
2024-07-23 00:00:00,1047882,CREDIT On Market 1100001100021102,1211242024136.0,2.0,,5.0
2024-07-25 00:00:00,9131638,DEBIT On Market 1100001100021102,1211242024139.0,,3.0,2.0
2024-07-26 00:00:00,9131638,CREDIT On Market 1100001100021102,1211242024139.0,3.0,,5.0
2024-07-26 00:00:00,9131638,DEBIT On Market 1100001100021102,1211242024139.0,,3.0,2.0
2024-07-30 00:00:00,504203,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-07-31 00:00:00,22686061,DEBIT On Market 1100001100021102,1211232024143.0,,2.0,2.0
2024-08-01 00:00:00,22686061,DEBIT On Market 1100001100021102,1211232024143.0,,2.0,0.0
2024-08-01 00:00:00,22686061,CREDIT On Market 1100001100021102,1211232024143.0,2.0,,2.0
2024-11-27 00:00:00,,Closing Balance,,,,2.0
ISIN: INE002A01018,ISIN Name: RELIANCE INDUS-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-19 00:00:00,33078542,DEBIT On Market 1100001100021102,1211232024114.0,,1.0,2.0
2024-06-20 00:00:00,33078542,DEBIT On Market 1100001100021102,1211232024114.0,,1.0,1.0
2024-06-20 00:00:00,33078542,CREDIT On Market 1100001100021102,1211232024114.0,1.0,,2.0
2024-07-02 00:00:00,206652,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-07-10 00:00:00,79250065,DEBIT On Market 1100001100021102,1211232024129.0,,1.0,2.0
2024-07-11 00:00:00,79250065,CREDIT On Market 1100001100021102,1211232024129.0,1.0,,3.0
2024-07-11 00:00:00,79250065,DEBIT On Market 1100001100021102,1211232024129.0,,1.0,2.0
2024-07-18 00:00:00,94198705,DEBIT On Market 1100001100021102,1211232024134.0,,1.0,1.0
2024-07-19 00:00:00,94198705,DEBIT On Market 1100001100021102,1211232024134.0,,1.0,0.0
2024-07-19 00:00:00,94198705,CREDIT On Market 1100001100021102,1211232024134.0,1.0,,1.0
2024-07-30 00:00:00,503305,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-08-20 00:00:00,280740,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-09-03 00:00:00,486313,CREDIT On Market 1208870000010189,,1.0,,4.0
2024-11-01 00:00:00,801380,CREDIT Corporate Action TRANSFER_ON_LISTING_APPROVAL,,4.0,,8.0
2024-11-27 00:00:00,,Closing Balance,,,,8.0
ISIN: IN8002A01017,ISIN Name: RELIANCE LIST PEN,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-10-29 00:00:00,155891,CREDIT Corporate Action BONUS,,4.0,,4.0
2024-11-01 00:00:00,801380,DEBIT Corporate Action TRANSFER_ON_LISTING_APPROVAL,,,4.0,0.0
2024-11-27 00:00:00,,Closing Balance,,,,0.0
ISIN: INE114A01011,ISIN Name: SAIL EQUITY SHARES,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-12 00:00:00,745361,CREDIT On Market 1208870000010189,,5.0,,5.0
2024-08-20 00:00:00,280860,CREDIT On Market 1208870000010189,,10.0,,15.0
2024-11-27 00:00:00,,Closing Balance,,,,15.0
ISIN: INE0PQ101010,ISIN Name: SARASWATI SA-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-08-21 00:00:00,777808,CREDIT On Market 1208870000010189,,100.0,,100.0
2024-08-22 00:00:00,61515771,DEBIT On Market 1100001100021102,1211242024158.0,,50.0,50.0
2024-08-23 00:00:00,61515771,DEBIT On Market 1100001100021102,1211242024158.0,,50.0,0.0
2024-08-23 00:00:00,61515771,CREDIT On Market 1100001100021102,1211242024158.0,50.0,,50.0
2024-08-26 00:00:00,66886102,DEBIT On Market 1100001100021102,1211242024160.0,,50.0,0.0
2024-08-27 00:00:00,66886102,CREDIT On Market 1100001100021102,1211242024160.0,50.0,,50.0
2024-08-27 00:00:00,66886102,DEBIT On Market 1100001100021102,1211242024160.0,,50.0,0.0
2024-11-27 00:00:00,,Closing Balance,,,,0.0
ISIN: INE062A01020,ISIN Name: SBI - EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-14 00:00:00,972238,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-07-18 00:00:00,836072,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-07-18 00:00:00,94155467,DEBIT On Market 1100001100021102,1211232024134.0,,2.0,1.0
2024-07-19 00:00:00,94155467,CREDIT On Market 1100001100021102,1211232024134.0,2.0,,3.0
2024-07-19 00:00:00,94155467,DEBIT On Market 1100001100021102,1211232024134.0,,2.0,1.0
2024-07-31 00:00:00,291687,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-08-20 00:00:00,280798,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-08-21 00:00:00,777771,CREDIT On Market 1208870000010189,,1.0,,5.0
2024-11-27 00:00:00,,Closing Balance,,,,5.0
ISIN: INE123W01016,ISIN Name: SBI LIFE INSURANC-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-29 00:00:00,262929,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-06-05 00:00:00,1268613,CREDIT On Market 1100001100021102,1211232024104.0,2.0,,4.0
2024-06-05 00:00:00,1268613,DEBIT On Market 1100001100021102,1211232024104.0,,2.0,2.0
2024-11-27 00:00:00,,Closing Balance,,,,0.0
ISIN: INE343H01029,ISIN Name: SOLAR INDUST-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-03 00:00:00,801768,CREDIT On Market 1208870000010189,,1.0,,1.0
2024-06-18 00:00:00,651004,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-07-12 00:00:00,327825,CREDIT On Market 1208870000010189,,1.0,,4.0
2024-07-19 00:00:00,98050341,CREDIT On Market 1100001100021102,1211232024135.0,1.0,,5.0
2024-07-19 00:00:00,98050341,DEBIT On Market 1100001100021102,1211232024135.0,,1.0,4.0
2024-07-25 00:00:00,9143497,DEBIT On Market 1100001100021102,1211232024139.0,,2.0,2.0
2024-07-26 00:00:00,9143497,CREDIT On Market 1100001100021102,1211232024139.0,2.0,,4.0
2024-07-26 00:00:00,9143497,DEBIT On Market 1100001100021102,1211232024139.0,,2.0,2.0
2024-07-29 00:00:00,188960,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-08-02 00:00:00,27761165,DEBIT On Market 1100001100021102,1211232024145.0,,1.0,2.0
2024-08-05 00:00:00,27761165,CREDIT On Market 1100001100021102,1211232024145.0,1.0,,3.0
2024-08-05 00:00:00,27761165,DEBIT On Market 1100001100021102,1211232024145.0,,1.0,2.0
2024-08-20 00:00:00,280892,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-11-27 00:00:00,,Closing Balance,,,,3.0
ISIN: INE044A01036,ISIN Name: SUN PHARMA RE.1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-07 00:00:00,418802,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-06-19 00:00:00,33090762,DEBIT On Market 1100001100021102,1211232024114.0,,1.0,1.0
2024-06-20 00:00:00,33090762,DEBIT On Market 1100001100021102,1211232024114.0,,1.0,0.0
2024-06-20 00:00:00,33090762,CREDIT On Market 1100001100021102,1211232024114.0,1.0,,1.0
2024-07-05 00:00:00,755112,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-07-18 00:00:00,94174371,DEBIT On Market 1100001100021102,1211232024134.0,,1.0,1.0
2024-07-19 00:00:00,94174371,CREDIT On Market 1100001100021102,1211232024134.0,1.0,,2.0
2024-07-19 00:00:00,94174371,DEBIT On Market 1100001100021102,1211232024134.0,,1.0,1.0
2024-07-25 00:00:00,922270,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-07-30 00:00:00,503491,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-11-27 00:00:00,,Closing Balance,,,,4.0
ISIN: INE040H01021,ISIN Name: SUZLON ENERG-EQ RS 2,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-25 00:00:00,968589,CREDIT On Market 1208870000010189,,25.0,,25.0
2024-05-16 00:00:00,420131,CREDIT On Market 1208870000010189,,25.0,,50.0
2024-05-27 00:00:00,143972,CREDIT On Market 1208870000010189,,25.0,,75.0
2024-06-05 00:00:00,770763,CREDIT On Market 1208870000010189,,25.0,,100.0
2024-06-07 00:00:00,418731,CREDIT On Market 1208870000010189,,25.0,,125.0
2024-06-14 00:00:00,952590,CREDIT On Market 1208870000010189,,75.0,,200.0
2024-06-25 00:00:00,336902,CREDIT On Market 1208870000010189,,50.0,,250.0
2024-07-10 00:00:00,446394,CREDIT On Market 1208870000010189,,50.0,,300.0
2024-07-16 00:00:00,91160877,DEBIT On Market 1100001100021102,1211232024133.0,,100.0,200.0
2024-07-18 00:00:00,91160877,CREDIT On Market 1100001100021102,1211232024133.0,100.0,,300.0
2024-07-18 00:00:00,91160877,DEBIT On Market 1100001100021102,1211232024133.0,,100.0,200.0
2024-07-23 00:00:00,4720573,DEBIT On Market 1100001100021102,1211232024137.0,,100.0,100.0
2024-07-24 00:00:00,4720573,CREDIT On Market 1100001100021102,1211232024137.0,100.0,,200.0
2024-07-24 00:00:00,4720573,DEBIT On Market 1100001100021102,1211232024137.0,,100.0,100.0
2024-07-25 00:00:00,922217,CREDIT On Market 1208870000010189,,50.0,,150.0
2024-07-29 00:00:00,451430,CREDIT On Market 1208870000010189,,50.0,,200.0
2024-08-05 00:00:00,30285610,DEBIT On Market 1100001100021102,1211232024146.0,,100.0,100.0
2024-08-06 00:00:00,30285610,DEBIT On Market 1100001100021102,1211232024146.0,,100.0,0.0
2024-08-06 00:00:00,30285610,CREDIT On Market 1100001100021102,1211232024146.0,100.0,,100.0
2024-08-08 00:00:00,39789300,DEBIT On Market 1100001100021102,1211232024149.0,,50.0,50.0
2024-08-09 00:00:00,39789300,CREDIT On Market 1100001100021102,1211232024149.0,50.0,,100.0
2024-08-09 00:00:00,39789300,DEBIT On Market 1100001100021102,1211232024149.0,,50.0,50.0
2024-08-27 00:00:00,150617,CREDIT On Market 1208870000010189,,50.0,,100.0
2024-09-10 00:00:00,194704,CREDIT On Market 1208870000010189,,50.0,,150.0
2024-11-27 00:00:00,,Closing Balance,,,,150.0
ISIN: INE151A01013,ISIN Name: TATA  COMM EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-29 00:00:00,262960,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-05-06 00:00:00,813808,CREDIT On Market 1208870000010189,,2.0,,6.0
2024-06-05 00:00:00,1268616,DEBIT On Market 1100001100021102,1211232024104.0,,3.0,3.0
2024-06-05 00:00:00,1268616,CREDIT On Market 1100001100021102,1211232024104.0,3.0,,6.0
2024-11-27 00:00:00,,Closing Balance,,,,3.0
ISIN: INE092A01019,ISIN Name: TATA CHEMICALS EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-10 00:00:00,408900,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-04-16 00:00:00,712428,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-06-05 00:00:00,1268609,CREDIT On Market 1100001100021102,1211232024104.0,3.0,,7.0
2024-06-05 00:00:00,1268609,DEBIT On Market 1100001100021102,1211232024104.0,,3.0,4.0
2024-06-07 00:00:00,419032,CREDIT On Market 1208870000010189,,1.0,,5.0
2024-11-27 00:00:00,,Closing Balance,,,,2.0
ISIN: INE467B01029,ISIN Name: TATA CONSULTANCY-1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-03-20 00:00:00,597656,CREDIT On Market 1208870000010189,,1.0,,1.0
2024-03-27 00:00:00,774964,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-06-04 00:00:00,99524701,DEBIT On Market 1100001100021102,1211232024104.0,,2.0,0.0
2024-06-04 00:00:00,193067,CREDIT On Market 1208870000010189,,3.0,,3.0
2024-06-05 00:00:00,99524701,CREDIT On Market 1100001100021102,1211232024104.0,2.0,,5.0
2024-06-05 00:00:00,99524701,DEBIT On Market 1100001100021102,1211232024104.0,,2.0,3.0
2024-06-18 00:00:00,27606403,DEBIT On Market 1100001100021102,1211232024113.0,,1.0,2.0
2024-06-19 00:00:00,27606403,DEBIT On Market 1100001100021102,1211232024113.0,,1.0,1.0
2024-06-19 00:00:00,27606403,CREDIT On Market 1100001100021102,1211232024113.0,1.0,,2.0
2024-07-10 00:00:00,79983649,DEBIT On Market 1100001100021102,1211232024129.0,,1.0,1.0
2024-07-11 00:00:00,79983649,CREDIT On Market 1100001100021102,1211232024129.0,1.0,,2.0
2024-07-11 00:00:00,79983649,DEBIT On Market 1100001100021102,1211232024129.0,,1.0,1.0
2024-07-30 00:00:00,504565,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-11-27 00:00:00,,Closing Balance,,,,2.0
ISIN: INE155A01022,ISIN Name: TATA MOTORS-EQ RS2/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-03-27 00:00:00,317573,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-04-25 00:00:00,805380,CREDIT On Market 1208870000010189,,1.0,,3.0
2024-05-16 00:00:00,821208,CREDIT On Market 1208870000010189,,2.0,,5.0
2024-05-24 00:00:00,281847,CREDIT On Market 1208870000010189,,3.0,,8.0
2024-06-05 00:00:00,1268620,CREDIT On Market 1100001100021102,1211232024104.0,4.0,,12.0
2024-06-05 00:00:00,1268620,DEBIT On Market 1100001100021102,1211232024104.0,,4.0,8.0
2024-07-09 00:00:00,157636,CREDIT On Market 1208870000010189,,2.0,,10.0
2024-07-10 00:00:00,79255135,DEBIT On Market 1100001100021102,1211232024129.0,,3.0,7.0
2024-07-11 00:00:00,79255135,DEBIT On Market 1100001100021102,1211232024129.0,,3.0,4.0
2024-07-11 00:00:00,79255135,CREDIT On Market 1100001100021102,1211232024129.0,3.0,,7.0
2024-07-26 00:00:00,878073,CREDIT On Market 1208870000010189,,2.0,,9.0
2024-11-27 00:00:00,,Closing Balance,,,,5.0
ISIN: INE245A01021,ISIN Name: TATA POWER -EQ 1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-04-22 00:00:00,771015,CREDIT On Market 1208870000010189,,3.0,,3.0
2024-07-10 00:00:00,446514,CREDIT On Market 1208870000010189,,2.0,,5.0
2024-07-10 00:00:00,79186980,DEBIT On Market 1100001100021102,1211232024129.0,,3.0,2.0
2024-07-11 00:00:00,79186980,CREDIT On Market 1100001100021102,1211232024129.0,3.0,,5.0
2024-07-11 00:00:00,79186980,DEBIT On Market 1100001100021102,1211232024129.0,,3.0,2.0
2024-07-18 00:00:00,836377,CREDIT On Market 1208870000010189,,3.0,,5.0
2024-07-23 00:00:00,978295,CREDIT On Market 1208870000010189,,3.0,,8.0
2024-07-25 00:00:00,9165439,DEBIT On Market 1100001100021102,1211232024139.0,,3.0,5.0
2024-07-26 00:00:00,9165439,DEBIT On Market 1100001100021102,1211232024139.0,,3.0,2.0
2024-07-26 00:00:00,9165439,CREDIT On Market 1100001100021102,1211232024139.0,3.0,,5.0
ISIN: INE081A01020,ISIN Name: TATA STEEL-EQ1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-03-28 00:00:00,872045,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-04-19 00:00:00,288101,CREDIT On Market 1208870000010189,,3.0,,5.0
2024-06-03 00:00:00,396484,CREDIT On Market 1208870000010189,,4.0,,9.0
2024-06-07 00:00:00,418954,CREDIT On Market 1208870000010189,,3.0,,12.0
2024-06-18 00:00:00,493328,CREDIT On Market 1208870000010189,,3.0,,15.0
2024-06-26 00:00:00,46700625,DEBIT On Market 1100001100021102,1211232024119.0,,5.0,10.0
2024-06-27 00:00:00,46700625,DEBIT On Market 1100001100021102,1211232024119.0,,5.0,5.0
2024-06-27 00:00:00,46700625,CREDIT On Market 1100001100021102,1211232024119.0,5.0,,10.0
2024-07-04 00:00:00,65151105,DEBIT On Market 1100001100021102,1211232024125.0,,5.0,5.0
2024-07-05 00:00:00,65151105,DEBIT On Market 1100001100021102,1211232024125.0,,5.0,0.0
2024-07-05 00:00:00,65151105,CREDIT On Market 1100001100021102,1211232024125.0,5.0,,5.0
2024-07-10 00:00:00,446426,CREDIT On Market 1208870000010189,,5.0,,10.0
2024-07-12 00:00:00,327784,CREDIT On Market 1208870000010189,,10.0,,20.0
2024-07-18 00:00:00,836133,CREDIT On Market 1208870000010189,,10.0,,30.0
2024-07-19 00:00:00,98459198,DEBIT On Market 1100001100021102,1211232024135.0,,15.0,15.0
2024-07-22 00:00:00,98459198,DEBIT On Market 1100001100021102,1211232024135.0,,15.0,0.0
2024-07-22 00:00:00,98459198,CREDIT On Market 1100001100021102,1211232024135.0,15.0,,15.0
2024-07-22 00:00:00,1318939,DEBIT On Market 1100001100021102,1211232024136.0,,5.0,10.0
2024-07-23 00:00:00,1318939,CREDIT On Market 1100001100021102,1211232024136.0,5.0,,15.0
2024-07-23 00:00:00,1318939,DEBIT On Market 1100001100021102,1211232024136.0,,5.0,10.0
2024-07-31 00:00:00,291737,CREDIT On Market 1208870000010189,,10.0,,20.0
2024-11-27 00:00:00,,Closing Balance,,,,20.0
ISIN: INE142M01025,ISIN Name: TATA TECHNOLOG-EQ2/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-07-19 00:00:00,981631,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-11-27 00:00:00,,Closing Balance,,,,2.0
ISIN: INE669C01036,ISIN Name: TECH MAHINDRA-EQ,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-04 00:00:00,193119,CREDIT On Market 1208870000010189,,2.0,,2.0
2024-06-14 00:00:00,138028,CREDIT On Market 1208870000010189,,2.0,,4.0
2024-07-01 00:00:00,403985,CREDIT On Market 1208870000010189,,1.0,,5.0
2024-07-26 00:00:00,13531472,DEBIT On Market 1100001100021102,1211232024140.0,,2.0,3.0
2024-07-29 00:00:00,13531472,DEBIT On Market 1100001100021102,1211232024140.0,,2.0,1.0
2024-07-29 00:00:00,13531472,CREDIT On Market 1100001100021102,1211232024140.0,2.0,,3.0
2024-11-27 00:00:00,,Closing Balance,,,,3.0
ISIN: INE280A01028,ISIN Name: TITAN COMPANY-EQ 1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
2024-06-07 00:00:00,419303,CREDIT On Market 1208870000010189,,3.0,,3.0
2024-07-08 00:00:00,71260846,DEBIT On Market 1100001100021102,1211232024127.0,,2.0,1.0
2024-07-09 00:00:00,71260846,DEBIT On Market 1100001100021102,1211232024127.0,,2.0,-1.0
2024-07-09 00:00:00,71260846,CREDIT On Market 1100001100021102,1211232024127.0,2.0,,1.0
2024-07-10 00:00:00,446577,CREDIT On Market 1208870000010189,,1.0,,2.0
2024-07-15 00:00:00,89106514,DEBIT On Market 1100001100021102,1211232024132.0,,1.0,1.0
2024-07-16 00:00:00,89106514,DEBIT On Market 1100001100021102,1211232024132.0,,1.0,0.0
2024-07-16 00:00:00,89106514,CREDIT On Market 1100001100021102,1211232024132.0,1.0,,1.0
2024-07-30 00:00:00,504122,CREDIT On Market 1208870000010189,,2.0,,3.0
2024-11-27 00:00:00,,Closing Balance,,,,3.0
ISIN: INE494B01023,ISIN Name: TVS MOTOR RE 1/-,,,,,
2024-03-01 00:00:00,,Opening Balance,,,,0.0
